,child_name,same_num_trials,Trials_onset,Trials_offset,Looks_ordinal,Looks_onset,Looks_offset,Looks_direction,trial_length,lookit_onset,lookit_offset,lookit_trial_length,lookit_trial_length_diff,lookit_onset_diff,lookit_offset_diff,ID.session,Looks.ordinal,Looks.onset,Looks.offset,Looks.direction,Trials.ordinal,Trials.onset,Trials.offset,Trials.x,Unnamed: 16
6,7VNC4V,True,,,,,,,43894.0,262398.0,305503.00000000006,43105.00000000006,-788.9999999999418,-184.0,-972.9999999999418,,6.0,97682.0,100402.0,off,6.0,262582.0,306476.0,f,
7,7VNC4V,True,,,,,,,40630.0,310424.00000000006,350329.0,39904.99999999994,-725.0000000000582,-165.9999999999418,-891.0,,7.0,113934.0,117728.0,off,7.0,310590.0,351220.0,f,
8,7VNC4V,True,,,,,,,15402.0,352725.0,367251.00000000006,14526.000000000058,-875.9999999999418,77.0,-798.9999999999418,,8.0,129064.0,130628.0,off,8.0,352648.0,368050.0,t,
9,7VNC4V,True,,,,,,,19278.0,369429.00000000006,387919.00000000006,18490.0,-788.0,121.00000000005821,-666.9999999999418,,9.0,132022.0,136578.0,off,9.0,369308.0,388586.0,t,
10,7VNC4V,True,,,,,,,13008.0,390023.0,402964.0,12941.0,-67.0,-59.0,-126.0,,10.0,142392.0,144262.0,off,10.0,390082.0,403090.0,t,
11,7VNC4V,True,,,,,,,10472.0,405138.00000000006,413677.0,8538.999999999942,-1933.0000000000582,470.0000000000582,-1463.0,,11.0,152932.0,158610.0,off,11.0,404668.0,415140.0,t,
1,ECPAC2,False,5810.0,36924.0,2.0,5810.0,10534.0,y,31114.0,38432.0,63369.00000000001,24937.000000000007,-6176.999999999993,32622.0,26445.000000000007,,,,,,,,,,
2,ECPAC2,False,5810.0,36924.0,3.0,10535.0,11829.0,n,31114.0,83630.00000000001,128663.00000000001,45033.0,13919.0,77820.00000000001,91739.00000000001,,,,,,,,,,
3,ECPAC2,False,5810.0,36924.0,4.0,11830.0,36924.0,y,31114.0,134234.0,172194.00000000003,37960.00000000003,6846.000000000029,128424.0,135270.00000000003,,,,,,,,,,
4,ECPAC2,False,36925.0,60966.0,5.0,36925.0,47809.0,y,24041.0,174844.00000000003,219868.00000000003,45024.0,20983.0,137919.00000000003,158902.00000000003,,,,,,,,,,
5,ECPAC2,False,36925.0,60966.0,6.0,47810.0,49174.0,n,24041.0,232282.0,263305.0,31023.0,6982.0,195357.0,202339.0,,,,,,,,,,
6,ECPAC2,False,36925.0,60966.0,7.0,49175.0,54179.0,y,24041.0,266004.0,311034.0,45030.0,20989.0,229079.0,250068.0,,,,,,,,,,
7,ECPAC2,False,36925.0,60966.0,8.0,54180.0,60549.0,n,24041.0,316395.00000000006,348875.0,32479.99999999994,8438.999999999942,279470.00000000006,287909.0,,,,,,,,,,
8,ECPAC2,False,36925.0,60966.0,9.0,60550.0,60966.0,y,24041.0,351708.0,396740.0,45032.0,20991.0,314783.0,335774.0,,,,,,,,,,
10,ECPAC2,False,84840.0,130059.0,11.0,84840.0,97859.0,y,45219.0,,,,,,,,,,,,,,,,
11,ECPAC2,False,84840.0,130059.0,12.0,97860.0,100554.0,n,45219.0,,,,,,,,,,,,,,,,
12,ECPAC2,False,84840.0,130059.0,13.0,100555.0,130059.0,y,45219.0,,,,,,,,,,,,,,,,
14,ECPAC2,False,134995.0,173879.0,15.0,134995.0,158759.0,y,38884.0,,,,,,,,,,,,,,,,
15,ECPAC2,False,134995.0,173879.0,16.0,158760.0,160404.0,n,38884.0,,,,,,,,,,,,,,,,
16,ECPAC2,False,134995.0,173879.0,17.0,160405.0,168909.0,y,38884.0,,,,,,,,,,,,,,,,
17,ECPAC2,False,134995.0,173879.0,18.0,168910.0,169819.0,n,38884.0,,,,,,,,,,,,,,,,
18,ECPAC2,False,134995.0,173879.0,19.0,169820.0,171219.0,y,38884.0,,,,,,,,,,,,,,,,
19,ECPAC2,False,134995.0,173879.0,20.0,171220.0,173879.0,n,38884.0,,,,,,,,,,,,,,,,
20,ECPAC2,False,173880.0,221759.0,21.0,173880.0,185674.0,y,47879.0,,,,,,,,,,,,,,,,
21,ECPAC2,False,173880.0,221759.0,22.0,185675.0,187039.0,n,47879.0,,,,,,,,,,,,,,,,
22,ECPAC2,False,173880.0,221759.0,23.0,187040.0,190784.0,y,47879.0,,,,,,,,,,,,,,,,
23,ECPAC2,False,173880.0,221759.0,24.0,199920.0,206954.0,n,47879.0,,,,,,,,,,,,,,,,
24,ECPAC2,False,173880.0,221759.0,25.0,206955.0,208319.0,y,47879.0,,,,,,,,,,,,,,,,
25,ECPAC2,False,173880.0,221759.0,26.0,208320.0,216824.0,n,47879.0,,,,,,,,,,,,,,,,
26,ECPAC2,False,173880.0,221759.0,27.0,219135.0,221759.0,y,47879.0,,,,,,,,,,,,,,,,
30,ECPAC2,False,232050.0,265439.0,31.0,232050.0,245804.0,y,33389.0,,,,,,,,,,,,,,,,
31,ECPAC2,False,232050.0,265439.0,32.0,245805.0,250879.0,n,33389.0,,,,,,,,,,,,,,,,
32,ECPAC2,False,232050.0,265439.0,33.0,250880.0,259559.0,y,33389.0,,,,,,,,,,,,,,,,
33,ECPAC2,False,232050.0,265439.0,34.0,259560.0,261449.0,n,33389.0,,,,,,,,,,,,,,,,
34,ECPAC2,False,232050.0,265439.0,35.0,261450.0,265439.0,y,33389.0,,,,,,,,,,,,,,,,
35,ECPAC2,False,265440.0,312689.0,36.0,265440.0,280104.0,y,47249.0,,,,,,,,,,,,,,,,
36,ECPAC2,False,265440.0,312689.0,37.0,280105.0,281119.0,n,47249.0,,,,,,,,,,,,,,,,
37,ECPAC2,False,265440.0,312689.0,38.0,281120.0,283674.0,y,47249.0,,,,,,,,,,,,,,,,
38,ECPAC2,False,265440.0,312689.0,39.0,283675.0,287034.0,n,47249.0,,,,,,,,,,,,,,,,
39,ECPAC2,False,265440.0,312689.0,40.0,287035.0,312689.0,y,47249.0,,,,,,,,,,,,,,,,
41,ECPAC2,False,317065.0,351329.0,42.0,317065.0,351329.0,y,34264.0,,,,,,,,,,,,,,,,
42,ECPAC2,False,351330.0,402394.0,43.0,351330.0,366554.0,y,51064.0,,,,,,,,,,,,,,,,
43,ECPAC2,False,351330.0,402394.0,44.0,366555.0,371139.0,n,51064.0,,,,,,,,,,,,,,,,
44,ECPAC2,False,351330.0,402394.0,45.0,371140.0,383109.0,y,51064.0,,,,,,,,,,,,,,,,
45,ECPAC2,False,351330.0,402394.0,46.0,383110.0,387029.0,n,51064.0,,,,,,,,,,,,,,,,
46,ECPAC2,False,351330.0,402394.0,47.0,387030.0,392244.0,y,51064.0,,,,,,,,,,,,,,,,
47,ECPAC2,False,351330.0,402394.0,48.0,392245.0,402394.0,n,51064.0,,,,,,,,,,,,,,,,
0,NFYDcF,True,,,,,,,48994.0,6146.000000000001,51195.0,45049.0,-3945.0,2508.000000000001,-1437.0,1.0,0.0,89522.0,98396.0,off,0.0,3638.0,52632.0,f,
1,NFYDcF,True,,,,,,,41786.0,55967.00000000001,96530.0,40562.99999999999,-1223.0000000000073,-404.9999999999927,-1628.0,,1.0,114682.0,117844.0,off,1.0,56372.0,98158.0,f,
2,NFYDcF,True,,,,,,,45662.0,101446.00000000001,146526.0,45079.999999999985,-582.0000000000146,-655.9999999999854,-1238.0,,2.0,153578.0,155210.0,off,2.0,102102.0,147764.0,f,
3,NFYDcF,True,,,,,,,46070.0,151269.0,196327.0,45058.0,-1012.0,-303.0,-1315.0,,3.0,169830.0,171156.0,off,3.0,151572.0,197642.0,f,
4,NFYDcF,True,,,,,,,37434.0,201184.00000000003,237767.00000000003,36583.0,-851.0,-435.9999999999709,-1286.999999999971,,4.0,195126.0,198492.0,off,4.0,201620.0,239054.0,f,
5,NFYDcF,True,,,,,,,14552.0,242497.0,255924.0,13427.0,-1125.0,-297.0,-1422.0,,5.0,204204.0,205258.0,off,5.0,242794.0,257346.0,f,
6,NFYDcF,True,,,,,,,17884.0,260632.0,280008.00000000006,19376.00000000006,1492.0000000000582,-2358.0,-865.9999999999418,,6.0,209875.0,211276.0,off,6.0,262990.0,280874.0,f,
7,NFYDcF,True,,,,,,,21318.0,284867.0,305674.00000000006,20807.00000000006,-510.9999999999418,-529.0,-1039.9999999999418,,7.0,234940.0,241128.0,off,7.0,285396.0,306714.0,f,
8,NFYDcF,True,,,,,,,28594.0,308205.00000000006,336895.00000000006,28690.0,96.0,-1228.9999999999418,-1132.9999999999418,,8.0,245752.0,250478.0,off,8.0,309434.0,338028.0,t,
9,NFYDcF,True,,,,,,,57664.0,339196.0,383083.0,43887.0,-13777.0,-1042.0,-14819.0,,9.0,254184.0,256258.0,off,9.0,340238.0,397902.0,t,
10,NFYDcF,True,,,,,,,12240.0,398578.00000000006,409511.0,10932.999999999942,-1307.0000000000582,302.0000000000582,-1005.0,,10.0,262956.0,263330.0,off,10.0,398276.0,410516.0,t,
11,NFYDcF,True,,,,,,,8472.0,411783.0,420147.00000000006,8364.000000000058,-107.99999999994179,111.0,3.0000000000582077,,11.0,278120.0,282642.0,off,11.0,411672.0,420144.0,t,
1,N62TMP,False,5236.0,37365.0,2.0,5236.0,37365.0,y,32129.0,39091.0,84183.0,45092.0,12963.0,33855.0,46818.0,,,,,,,,,,
2,N62TMP,False,37366.0,85237.0,3.0,37366.0,71943.0,y,47871.0,89908.0,127853.00000000001,37945.000000000015,-9925.999999999985,52542.0,42616.000000000015,,,,,,,,,,
3,N62TMP,False,37366.0,85237.0,4.0,71944.0,73337.0,n,47871.0,132319.00000000003,177370.0,45050.99999999997,-2820.000000000029,94953.00000000003,92133.0,,,,,,,,,,
4,N62TMP,False,37366.0,85237.0,5.0,73338.0,85237.0,y,47871.0,198532.0,229555.0,31023.0,-16848.0,161166.0,144318.0,,,,,,,,,,
6,N62TMP,False,89726.0,129471.0,7.0,89726.0,129471.0,y,39745.0,283021.0,315489.00000000006,32468.00000000006,-7276.999999999942,193295.0,186018.00000000006,,,,,,,,,,
7,N62TMP,False,129472.0,185945.0,8.0,129472.0,140827.0,y,56473.0,318307.0,363373.00000000006,45066.00000000006,-11406.999999999942,188835.0,177428.00000000006,,,,,,,,,,
8,N62TMP,False,129472.0,185945.0,9.0,140828.0,142765.0,n,56473.0,384205.00000000006,414024.0,29818.99999999994,-26654.00000000006,254733.00000000006,228079.0,,,,,,,,,,
9,N62TMP,False,129472.0,185945.0,10.0,142766.0,177955.0,y,56473.0,416829.0,461901.0,45072.0,-11401.0,287357.0,275956.0,,,,,,,,,,
10,N62TMP,False,129472.0,185945.0,11.0,177956.0,178805.0,n,56473.0,467232.0,505192.0,37960.0,-18513.0,337760.0,319247.0,,,,,,,,,,
11,N62TMP,False,129472.0,185945.0,12.0,178806.0,185945.0,y,56473.0,507804.00000000006,552864.0,45059.99999999994,-11413.000000000058,378332.00000000006,366919.0,,,,,,,,,,
15,N62TMP,False,197064.0,230757.0,16.0,197064.0,220217.0,y,33693.0,,,,,,,,,,,,,,,,
16,N62TMP,False,197064.0,230757.0,17.0,220218.0,220897.0,n,33693.0,,,,,,,,,,,,,,,,
17,N62TMP,False,197064.0,230757.0,18.0,220898.0,222087.0,y,33693.0,,,,,,,,,,,,,,,,
18,N62TMP,False,197064.0,230757.0,19.0,222088.0,223107.0,n,33693.0,,,,,,,,,,,,,,,,
19,N62TMP,False,197064.0,230757.0,20.0,223108.0,230757.0,y,33693.0,,,,,,,,,,,,,,,,
20,N62TMP,False,230758.0,279955.0,21.0,230758.0,238407.0,y,49197.0,,,,,,,,,,,,,,,,
21,N62TMP,False,230758.0,279955.0,22.0,238408.0,239767.0,n,49197.0,,,,,,,,,,,,,,,,
22,N62TMP,False,230758.0,279955.0,23.0,239768.0,247825.0,y,49197.0,,,,,,,,,,,,,,,,
23,N62TMP,False,230758.0,279955.0,24.0,247826.0,251803.0,n,49197.0,,,,,,,,,,,,,,,,
24,N62TMP,False,230758.0,279955.0,25.0,251804.0,271999.0,y,49197.0,,,,,,,,,,,,,,,,
25,N62TMP,False,230758.0,279955.0,26.0,272000.0,272917.0,n,49197.0,,,,,,,,,,,,,,,,
26,N62TMP,False,230758.0,279955.0,27.0,272918.0,276113.0,y,49197.0,,,,,,,,,,,,,,,,
27,N62TMP,False,230758.0,279955.0,28.0,276114.0,278561.0,n,49197.0,,,,,,,,,,,,,,,,
28,N62TMP,False,230758.0,279955.0,29.0,278562.0,279955.0,y,49197.0,,,,,,,,,,,,,,,,
30,N62TMP,False,284852.0,316777.0,31.0,284852.0,305659.0,y,31925.0,,,,,,,,,,,,,,,,
31,N62TMP,False,284852.0,316777.0,32.0,305660.0,311541.0,n,31925.0,,,,,,,,,,,,,,,,
32,N62TMP,False,284852.0,316777.0,33.0,311542.0,314465.0,y,31925.0,,,,,,,,,,,,,,,,
33,N62TMP,False,284852.0,316777.0,34.0,314466.0,316777.0,n,31925.0,,,,,,,,,,,,,,,,
34,N62TMP,False,316778.0,366961.0,35.0,316778.0,323067.0,y,50183.0,,,,,,,,,,,,,,,,
35,N62TMP,False,316778.0,366961.0,36.0,323068.0,329357.0,n,50183.0,,,,,,,,,,,,,,,,
36,N62TMP,False,316778.0,366961.0,37.0,329358.0,334559.0,y,50183.0,,,,,,,,,,,,,,,,
37,N62TMP,False,316778.0,366961.0,38.0,334560.0,337619.0,n,50183.0,,,,,,,,,,,,,,,,
38,N62TMP,False,316778.0,366961.0,39.0,337620.0,355639.0,y,50183.0,,,,,,,,,,,,,,,,
39,N62TMP,False,316778.0,366961.0,40.0,355640.0,361011.0,n,50183.0,,,,,,,,,,,,,,,,
40,N62TMP,False,316778.0,366961.0,41.0,361012.0,366961.0,y,50183.0,,,,,,,,,,,,,,,,
45,N62TMP,False,384064.0,416397.0,46.0,384064.0,403239.0,y,32333.0,,,,,,,,,,,,,,,,
46,N62TMP,False,384064.0,416397.0,47.0,403240.0,409835.0,n,32333.0,,,,,,,,,,,,,,,,
47,N62TMP,False,384064.0,416397.0,48.0,409836.0,416397.0,y,32333.0,,,,,,,,,,,,,,,,
48,N62TMP,False,416398.0,463623.0,49.0,416398.0,443427.0,y,47225.0,,,,,,,,,,,,,,,,
49,N62TMP,False,416398.0,463623.0,50.0,443428.0,449819.0,n,47225.0,,,,,,,,,,,,,,,,
50,N62TMP,False,416398.0,463623.0,51.0,449820.0,463623.0,y,47225.0,,,,,,,,,,,,,,,,
52,N62TMP,False,468316.0,506667.0,53.0,468316.0,481473.0,y,38351.0,,,,,,,,,,,,,,,,
53,N62TMP,False,468316.0,506667.0,54.0,481474.0,487321.0,n,38351.0,,,,,,,,,,,,,,,,
54,N62TMP,False,468316.0,506667.0,55.0,487322.0,490483.0,y,38351.0,,,,,,,,,,,,,,,,
55,N62TMP,False,468316.0,506667.0,56.0,490484.0,492455.0,n,38351.0,,,,,,,,,,,,,,,,
56,N62TMP,False,468316.0,506667.0,57.0,492456.0,506667.0,y,38351.0,,,,,,,,,,,,,,,,
57,N62TMP,False,506668.0,552981.0,58.0,506668.0,535669.0,y,46313.0,,,,,,,,,,,,,,,,
58,N62TMP,False,506668.0,552981.0,59.0,535670.0,542333.0,n,46313.0,,,,,,,,,,,,,,,,
59,N62TMP,False,506668.0,552981.0,60.0,542334.0,552981.0,y,46313.0,,,,,,,,,,,,,,,,
1,4SYGJG,False,5577.0,39236.0,2.0,5577.0,39236.0,y,33659.0,40705.00000000001,85757.0,45051.99999999999,11392.999999999993,35128.00000000001,46521.0,,,,,,,,,,
2,4SYGJG,False,39237.0,86723.0,3.0,39237.0,40028.0,n,47486.0,90899.0,121880.00000000001,30981.000000000015,-16504.999999999985,51662.0,35157.000000000015,,,,,,,,,,
3,4SYGJG,False,39237.0,86723.0,4.0,40029.0,67682.0,y,47486.0,124458.00000000001,169502.0,45043.999999999985,-2442.0000000000146,85221.00000000001,82779.0,,,,,,,,,,
4,4SYGJG,False,39237.0,86723.0,5.0,67683.0,74612.0,n,47486.0,195322.0,233270.0,37948.0,-9538.0,156085.0,146547.0,,,,,,,,,,
5,4SYGJG,False,39237.0,86723.0,6.0,74613.0,81014.0,y,47486.0,235794.0,280887.0,45093.0,-2393.0,196557.0,194164.0,,,,,,,,,,
6,4SYGJG,False,39237.0,86723.0,7.0,81015.0,85634.0,n,47486.0,286053.0,315836.0,29783.0,-17703.0,246816.0,229113.0,,,,,,,,,,
7,4SYGJG,False,39237.0,86723.0,8.0,85635.0,86723.0,y,47486.0,318408.0,363478.0,45070.0,-2416.0,279171.0,276755.0,,,,,,,,,,
9,4SYGJG,False,91047.0,123353.0,10.0,91047.0,95732.0,y,32306.0,425698.00000000006,470943.00000000006,45245.0,12939.0,334651.00000000006,347590.00000000006,,,,,,,,,,
10,4SYGJG,False,91047.0,123353.0,11.0,95733.0,99527.0,n,32306.0,477374.0,508372.0,30998.0,-1308.0,386327.0,385019.0,,,,,,,,,,
11,4SYGJG,False,91047.0,123353.0,12.0,99528.0,102101.0,y,32306.0,510827.00000000006,555866.0,45038.99999999994,12732.999999999942,419780.00000000006,432513.0,,,,,,,,,,
12,4SYGJG,False,91047.0,123353.0,13.0,102102.0,103355.0,n,32306.0,,,,,,,,,,,,,,,,
13,4SYGJG,False,91047.0,123353.0,14.0,103356.0,112760.0,y,32306.0,,,,,,,,,,,,,,,,
14,4SYGJG,False,91047.0,123353.0,15.0,112761.0,113651.0,n,32306.0,,,,,,,,,,,,,,,,
15,4SYGJG,False,91047.0,123353.0,16.0,113652.0,116753.0,y,32306.0,,,,,,,,,,,,,,,,
16,4SYGJG,False,91047.0,123353.0,17.0,116754.0,119888.0,n,32306.0,,,,,,,,,,,,,,,,
17,4SYGJG,False,91047.0,123353.0,18.0,119889.0,122033.0,y,32306.0,,,,,,,,,,,,,,,,
18,4SYGJG,False,91047.0,123353.0,19.0,122034.0,123353.0,n,32306.0,,,,,,,,,,,,,,,,
19,4SYGJG,False,123354.0,173217.0,20.0,123354.0,134606.0,y,49863.0,,,,,,,,,,,,,,,,
20,4SYGJG,False,123354.0,173217.0,21.0,134607.0,136685.0,n,49863.0,,,,,,,,,,,,,,,,
21,4SYGJG,False,123354.0,173217.0,22.0,136686.0,145463.0,y,49863.0,,,,,,,,,,,,,,,,
22,4SYGJG,False,123354.0,173217.0,23.0,145464.0,146486.0,n,49863.0,,,,,,,,,,,,,,,,
23,4SYGJG,False,123354.0,173217.0,24.0,146487.0,149720.0,y,49863.0,,,,,,,,,,,,,,,,
24,4SYGJG,False,123354.0,173217.0,25.0,149721.0,154109.0,n,49863.0,,,,,,,,,,,,,,,,
25,4SYGJG,False,123354.0,173217.0,26.0,154110.0,156155.0,y,49863.0,,,,,,,,,,,,,,,,
26,4SYGJG,False,123354.0,173217.0,27.0,156156.0,164075.0,n,49863.0,,,,,,,,,,,,,,,,
27,4SYGJG,False,123354.0,173217.0,28.0,164076.0,173217.0,y,49863.0,,,,,,,,,,,,,,,,
33,4SYGJG,False,195525.0,234266.0,34.0,195525.0,203213.0,y,38741.0,,,,,,,,,,,,,,,,
34,4SYGJG,False,195525.0,234266.0,35.0,203214.0,208196.0,n,38741.0,,,,,,,,,,,,,,,,
35,4SYGJG,False,195525.0,234266.0,36.0,208197.0,213806.0,y,38741.0,,,,,,,,,,,,,,,,
36,4SYGJG,False,195525.0,234266.0,37.0,213807.0,218657.0,n,38741.0,,,,,,,,,,,,,,,,
37,4SYGJG,False,195525.0,234266.0,38.0,218658.0,221033.0,y,38741.0,,,,,,,,,,,,,,,,
38,4SYGJG,False,195525.0,234266.0,39.0,221034.0,221990.0,n,38741.0,,,,,,,,,,,,,,,,
39,4SYGJG,False,195525.0,234266.0,40.0,221991.0,226082.0,y,38741.0,,,,,,,,,,,,,,,,
40,4SYGJG,False,195525.0,234266.0,41.0,226083.0,229217.0,n,38741.0,,,,,,,,,,,,,,,,
41,4SYGJG,False,195525.0,234266.0,42.0,229218.0,233276.0,y,38741.0,,,,,,,,,,,,,,,,
42,4SYGJG,False,195525.0,234266.0,43.0,233277.0,234266.0,n,38741.0,,,,,,,,,,,,,,,,
43,4SYGJG,False,234267.0,282083.0,44.0,234267.0,241394.0,y,47816.0,,,,,,,,,,,,,,,,
44,4SYGJG,False,234267.0,282083.0,45.0,241395.0,243407.0,n,47816.0,,,,,,,,,,,,,,,,
45,4SYGJG,False,234267.0,282083.0,46.0,243408.0,248093.0,y,47816.0,,,,,,,,,,,,,,,,
46,4SYGJG,False,234267.0,282083.0,47.0,248094.0,250271.0,n,47816.0,,,,,,,,,,,,,,,,
47,4SYGJG,False,234267.0,282083.0,48.0,250272.0,253736.0,y,47816.0,,,,,,,,,,,,,,,,
48,4SYGJG,False,234267.0,282083.0,49.0,253737.0,257036.0,n,47816.0,,,,,,,,,,,,,,,,
49,4SYGJG,False,234267.0,282083.0,50.0,257037.0,259709.0,y,47816.0,,,,,,,,,,,,,,,,
50,4SYGJG,False,234267.0,282083.0,51.0,259710.0,263075.0,n,47816.0,,,,,,,,,,,,,,,,
51,4SYGJG,False,234267.0,282083.0,52.0,263076.0,266210.0,y,47816.0,,,,,,,,,,,,,,,,
52,4SYGJG,False,234267.0,282083.0,53.0,266211.0,267530.0,n,47816.0,,,,,,,,,,,,,,,,
53,4SYGJG,False,234267.0,282083.0,54.0,267531.0,272183.0,y,47816.0,,,,,,,,,,,,,,,,
54,4SYGJG,False,234267.0,282083.0,55.0,272184.0,275120.0,n,47816.0,,,,,,,,,,,,,,,,
55,4SYGJG,False,234267.0,282083.0,56.0,275121.0,279113.0,y,47816.0,,,,,,,,,,,,,,,,
56,4SYGJG,False,234267.0,282083.0,57.0,279114.0,280433.0,n,47816.0,,,,,,,,,,,,,,,,
57,4SYGJG,False,234267.0,282083.0,58.0,280434.0,282083.0,y,47816.0,,,,,,,,,,,,,,,,
59,4SYGJG,False,286176.0,318086.0,60.0,286176.0,290597.0,y,31910.0,,,,,,,,,,,,,,,,
60,4SYGJG,False,286176.0,318086.0,61.0,290598.0,292478.0,n,31910.0,,,,,,,,,,,,,,,,
61,4SYGJG,False,286176.0,318086.0,62.0,292479.0,294095.0,y,31910.0,,,,,,,,,,,,,,,,
62,4SYGJG,False,286176.0,318086.0,63.0,294096.0,295547.0,n,31910.0,,,,,,,,,,,,,,,,
63,4SYGJG,False,286176.0,318086.0,64.0,295548.0,298880.0,y,31910.0,,,,,,,,,,,,,,,,
64,4SYGJG,False,286176.0,318086.0,65.0,298881.0,302873.0,n,31910.0,,,,,,,,,,,,,,,,
65,4SYGJG,False,286176.0,318086.0,66.0,302874.0,318086.0,y,31910.0,,,,,,,,,,,,,,,,
66,4SYGJG,False,318087.0,365078.0,67.0,318087.0,323300.0,y,46991.0,,,,,,,,,,,,,,,,
67,4SYGJG,False,318087.0,365078.0,68.0,323301.0,325148.0,n,46991.0,,,,,,,,,,,,,,,,
68,4SYGJG,False,318087.0,365078.0,69.0,325149.0,327524.0,y,46991.0,,,,,,,,,,,,,,,,
69,4SYGJG,False,318087.0,365078.0,70.0,327525.0,329735.0,n,46991.0,,,,,,,,,,,,,,,,
70,4SYGJG,False,318087.0,365078.0,71.0,329736.0,331814.0,y,46991.0,,,,,,,,,,,,,,,,
71,4SYGJG,False,318087.0,365078.0,72.0,331815.0,336302.0,n,46991.0,,,,,,,,,,,,,,,,
72,4SYGJG,False,318087.0,365078.0,73.0,336303.0,338051.0,y,46991.0,,,,,,,,,,,,,,,,
73,4SYGJG,False,318087.0,365078.0,74.0,338052.0,340229.0,n,46991.0,,,,,,,,,,,,,,,,
74,4SYGJG,False,318087.0,365078.0,75.0,340230.0,342407.0,y,46991.0,,,,,,,,,,,,,,,,
75,4SYGJG,False,318087.0,365078.0,76.0,342408.0,350822.0,n,46991.0,,,,,,,,,,,,,,,,
76,4SYGJG,False,318087.0,365078.0,77.0,350823.0,352340.0,y,46991.0,,,,,,,,,,,,,,,,
77,4SYGJG,False,318087.0,365078.0,78.0,352341.0,354419.0,n,46991.0,,,,,,,,,,,,,,,,
78,4SYGJG,False,318087.0,365078.0,79.0,354420.0,360986.0,y,46991.0,,,,,,,,,,,,,,,,
79,4SYGJG,False,318087.0,365078.0,80.0,360987.0,364913.0,n,46991.0,,,,,,,,,,,,,,,,
80,4SYGJG,False,318087.0,365078.0,81.0,364914.0,365078.0,y,46991.0,,,,,,,,,,,,,,,,
86,4SYGJG,False,388641.0,425138.0,87.0,388641.0,395537.0,y,36497.0,,,,,,,,,,,,,,,,
87,4SYGJG,False,388641.0,425138.0,88.0,395538.0,397979.0,n,36497.0,,,,,,,,,,,,,,,,
88,4SYGJG,False,388641.0,425138.0,89.0,397980.0,399959.0,y,36497.0,,,,,,,,,,,,,,,,
89,4SYGJG,False,388641.0,425138.0,90.0,399960.0,402269.0,n,36497.0,,,,,,,,,,,,,,,,
90,4SYGJG,False,388641.0,425138.0,91.0,402270.0,404810.0,y,36497.0,,,,,,,,,,,,,,,,
91,4SYGJG,False,388641.0,425138.0,92.0,404811.0,416690.0,n,36497.0,,,,,,,,,,,,,,,,
92,4SYGJG,False,388641.0,425138.0,93.0,416691.0,423818.0,y,36497.0,,,,,,,,,,,,,,,,
93,4SYGJG,False,388641.0,425138.0,94.0,423819.0,425138.0,n,36497.0,,,,,,,,,,,,,,,,
94,4SYGJG,False,425139.0,472757.0,95.0,425139.0,429494.0,y,47618.0,,,,,,,,,,,,,,,,
95,4SYGJG,False,425139.0,472757.0,96.0,429495.0,432068.0,n,47618.0,,,,,,,,,,,,,,,,
96,4SYGJG,False,425139.0,472757.0,97.0,432069.0,433256.0,y,47618.0,,,,,,,,,,,,,,,,
97,4SYGJG,False,425139.0,472757.0,98.0,433257.0,436820.0,n,47618.0,,,,,,,,,,,,,,,,
98,4SYGJG,False,425139.0,472757.0,99.0,436821.0,438767.0,y,47618.0,,,,,,,,,,,,,,,,
99,4SYGJG,False,425139.0,472757.0,100.0,438768.0,450416.0,n,47618.0,,,,,,,,,,,,,,,,
100,4SYGJG,False,425139.0,472757.0,101.0,450417.0,451703.0,y,47618.0,,,,,,,,,,,,,,,,
101,4SYGJG,False,425139.0,472757.0,102.0,451704.0,457313.0,n,47618.0,,,,,,,,,,,,,,,,
102,4SYGJG,False,425139.0,472757.0,103.0,457314.0,458930.0,y,47618.0,,,,,,,,,,,,,,,,
103,4SYGJG,False,425139.0,472757.0,104.0,458931.0,460679.0,n,47618.0,,,,,,,,,,,,,,,,
104,4SYGJG,False,425139.0,472757.0,105.0,460680.0,462758.0,y,47618.0,,,,,,,,,,,,,,,,
105,4SYGJG,False,425139.0,472757.0,106.0,462759.0,466817.0,n,47618.0,,,,,,,,,,,,,,,,
106,4SYGJG,False,425139.0,472757.0,107.0,466818.0,472757.0,y,47618.0,,,,,,,,,,,,,,,,
108,4SYGJG,False,477411.0,509783.0,109.0,477411.0,481733.0,y,32372.0,,,,,,,,,,,,,,,,
109,4SYGJG,False,477411.0,509783.0,110.0,481734.0,482756.0,n,32372.0,,,,,,,,,,,,,,,,
110,4SYGJG,False,477411.0,509783.0,111.0,482757.0,486122.0,y,32372.0,,,,,,,,,,,,,,,,
111,4SYGJG,False,477411.0,509783.0,112.0,486123.0,487508.0,n,32372.0,,,,,,,,,,,,,,,,
112,4SYGJG,False,477411.0,509783.0,113.0,487509.0,491237.0,y,32372.0,,,,,,,,,,,,,,,,
113,4SYGJG,False,477411.0,509783.0,114.0,491238.0,495065.0,n,32372.0,,,,,,,,,,,,,,,,
114,4SYGJG,False,477411.0,509783.0,115.0,495066.0,496715.0,y,32372.0,,,,,,,,,,,,,,,,
115,4SYGJG,False,477411.0,509783.0,116.0,496716.0,499685.0,n,32372.0,,,,,,,,,,,,,,,,
116,4SYGJG,False,477411.0,509783.0,117.0,499686.0,502259.0,y,32372.0,,,,,,,,,,,,,,,,
