,child_name,same_num_trials,annotator,manual_trial_onset,manual_trial_offset,manual_trial_ordinal,trial_length,lookit_onset,lookit_offset,lookit_trial_length,lookit_trial_length_diff,lookit_onset_diff,lookit_offset_diff
5,273QdB,True,AW,227552.0,275703.0,9.0,48151.0,228782.0,273967.00000000006,45185.00000000006,-2965.999999999942,1230.0,-1735.9999999999418
6,273QdB,True,AW,280020.0,314235.0,11.0,34215.0,280077.0,312586.0,32509.0,-1706.0,57.0,-1649.0
7,273QdB,True,AW,314236.0,363947.0,12.0,49711.0,315990.0,361218.0,45228.0,-4483.0,1754.0,-2729.0
0,dKQE5W,False,GS,5548.0,47262.0,0.0,41714.0,5561.0,50655.0,45094.0,3380.0,13.0,3393.0
1,dKQE5W,False,GS,51735.0,91206.0,1.0,39471.0,55386.0,68028.0,12642.0,-26829.0,3651.0,-23178.0
2,dKQE5W,False,GS,95546.0,107646.0,2.0,12100.0,5394.0,46560.0,41166.0,29066.0,-90152.0,-61086.0
3,dKQE5W,False,GS,112712.0,132594.0,3.0,19882.0,51288.00000000001,90160.00000000001,38872.00000000001,18990.000000000007,-61423.99999999999,-42433.999999999985
4,dKQE5W,False,GS,136810.0,163767.0,4.0,26957.0,95101.0,107229.00000000001,12128.000000000015,-14828.999999999985,-41709.0,-56537.999999999985
5,dKQE5W,False,GS,168455.0,178121.0,5.0,9666.0,111986.0,131533.00000000003,19547.00000000003,9881.00000000003,-56469.0,-46587.99999999997
6,dKQE5W,False,GS,182521.0,193963.0,6.0,11442.0,136222.0,163541.0,27319.0,15877.0,-46299.0,-30422.0
7,dKQE5W,False,GS,198650.0,236567.0,7.0,37917.0,168329.0,177204.0,8875.0,-29042.0,-30321.0,-59363.0
8,dKQE5W,False,GS,238116.0,272775.0,8.0,34659.0,182024.0,193521.00000000003,11497.00000000003,-23161.99999999997,-56092.0,-79253.99999999997
9,dKQE5W,False,GS,274324.0,294657.0,9.0,20333.0,198292.0,235656.0,37364.0,17031.0,-76032.0,-59001.0
10,dKQE5W,False,GS,296268.0,309317.0,10.0,13049.0,238275.0,272060.0,33785.0,20736.0,-57993.0,-37257.0
11,dKQE5W,False,GS,310866.0,320196.0,11.0,9330.0,274359.00000000006,294053.0,19693.99999999994,10363.999999999942,-36506.99999999994,-26143.0
12,dKQE5W,False,GS,332965.0,367686.0,12.0,34721.0,296045.0,308374.0,12329.0,-22392.0,-36920.0,-59312.0
13,dKQE5W,False,GS,369017.0,402561.0,13.0,33544.0,310555.0,319414.00000000006,8859.000000000058,-24684.99999999994,-58462.0,-83146.99999999994
0,JYVEQP,False,AW,5576.0,38419.0,2.0,32843.0,6999.000000000001,36796.0,29797.0,-3046.0,1423.000000000001,-1623.0
1,JYVEQP,False,AW,38420.0,90133.0,3.0,51713.0,43135.00000000001,88228.00000000001,45093.00000000001,-6619.999999999993,4715.000000000007,-1904.9999999999854
2,JYVEQP,False,AW,93806.0,135081.0,5.0,41275.0,94817.0,132764.0,37947.0,-3328.0,1011.0,-2317.0
3,JYVEQP,False,AW,135082.0,185265.0,6.0,50183.0,137307.00000000003,182399.0,45091.99999999997,-5091.000000000029,2225.000000000029,-2866.0
