,child_id,video_onset,trial_type,absolute_onset,absolute_offset,trial_type_onset,trial_type_offset,relative_onset,relative_offset,fam_or_test,scene,trial_number
0,UEDYEV,2022-02-05 14:14:24.543,fam-barrier-jump,2022-02-05 14:19:47.476,2022-02-05 14:19:57.982,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:22.933000,0 days 00:05:33.439000,fam,barrier-jump,8
0,UEDYEV,2022-02-05 14:14:24.543,testA-barrier-jump,2022-02-05 14:20:01.505,2022-02-05 14:20:16.152,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:36.962000,0 days 00:05:51.609000,testA,barrier-jump,9
0,UEDYEV,2022-02-05 14:14:24.543,testB-barrier-jump,2022-02-05 14:20:19.041,2022-02-05 14:20:45.607,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:54.498000,0 days 00:06:21.064000,testB,barrier-jump,10
0,UEDYEV,2022-02-05 14:14:24.543,testB-barrier-jump,2022-02-05 14:20:48.499,2022-02-05 14:20:52.739,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:23.956000,0 days 00:06:28.196000,testB,barrier-jump,11
0,UEDYEV,2022-02-05 14:14:24.543,testB-barrier-jump-repeat-1,2022-02-05 14:21:15.021,2022-02-05 14:21:35.673,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:50.478000,0 days 00:07:11.130000,testB,barrier-jump-repeat-1,12
0,UEDYEV,2022-02-05 14:14:24.543,testA-barrier-jump,2022-02-05 14:21:38.978,2022-02-05 14:21:50.802,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:14.435000,0 days 00:07:26.259000,testA,barrier-jump,13
0,WTG3VQ,2022-02-06 19:09:22.791,fam-barrier-around,2022-02-06 19:09:28.687,2022-02-06 19:10:06.613,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.896000,0 days 00:00:43.822000,fam,barrier-around,1
0,WTG3VQ,2022-02-06 19:09:22.791,testA-barrier-around,2022-02-06 19:10:10.014,2022-02-06 19:10:55.048,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:47.223000,0 days 00:01:32.257000,testA,barrier-around,2
0,WTG3VQ,2022-02-06 19:09:22.791,fam-barrier-jump,2022-02-06 19:11:01.084,2022-02-06 19:11:33.514,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:38.293000,0 days 00:02:10.723000,fam,barrier-jump,3
0,WTG3VQ,2022-02-06 19:09:22.791,testB-barrier-jump,2022-02-06 19:11:36.644,2022-02-06 19:12:21.672,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:13.853000,0 days 00:02:58.881000,testB,barrier-jump,4
0,WTG3VQ,2022-02-06 19:09:22.791,fam-pit-bridge,2022-02-06 19:12:31.094,2022-02-06 19:13:00.881,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:08.303000,0 days 00:03:38.090000,fam,pit-bridge,5
0,WTG3VQ,2022-02-06 19:09:22.791,testB-pit-bridge,2022-02-06 19:13:04.151,2022-02-06 19:13:49.189,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:41.360000,0 days 00:04:26.398000,testB,pit-bridge,6
0,WTG3VQ,2022-02-06 19:09:22.791,fam-pit,2022-02-06 19:13:54.917,2022-02-06 19:14:25.899,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:32.126000,0 days 00:05:03.108000,fam,pit,7
0,WTG3VQ,2022-02-06 19:09:22.791,testA-pit,2022-02-06 19:14:29.506,2022-02-06 19:15:14.549,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:06.715000,0 days 00:05:51.758000,testA,pit,8
0,H7G3CC,2022-02-07 17:43:57.011,fam-barrier-around,2022-02-07 17:44:02.099,2022-02-07 17:44:40.036,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.088000,0 days 00:00:43.025000,fam,barrier-around,1
0,H7G3CC,2022-02-07 17:43:57.011,testA-barrier-around,2022-02-07 17:44:42.355,2022-02-07 17:45:27.391,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:45.344000,0 days 00:01:30.380000,testA,barrier-around,2
0,H7G3CC,2022-02-07 17:43:57.011,fam-barrier-jump,2022-02-07 17:45:32.267,2022-02-07 17:46:04.713,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:35.256000,0 days 00:02:07.702000,fam,barrier-jump,3
0,H7G3CC,2022-02-07 17:43:57.011,testB-barrier-jump,2022-02-07 17:46:07.017,2022-02-07 17:46:52.043,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:10.006000,0 days 00:02:55.032000,testB,barrier-jump,4
0,H7G3CC,2022-02-07 17:43:57.011,fam-pit-bridge,2022-02-07 17:47:07.782,2022-02-07 17:47:37.571,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:10.771000,0 days 00:03:40.560000,fam,pit-bridge,5
0,H7G3CC,2022-02-07 17:43:57.011,testB-pit-bridge,2022-02-07 17:47:39.833,2022-02-07 17:48:24.868,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:42.822000,0 days 00:04:27.857000,testB,pit-bridge,6
0,H7G3CC,2022-02-07 17:43:57.011,fam-pit,2022-02-07 17:48:29.712,2022-02-07 17:49:00.712,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:32.701000,0 days 00:05:03.701000,fam,pit,7
0,H7G3CC,2022-02-07 17:43:57.011,testA-pit,2022-02-07 17:49:03.033,2022-02-07 17:49:48.067,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:06.022000,0 days 00:05:51.056000,testA,pit,8
0,H7G3CC,2022-02-07 17:43:57.011,fam-barrier-around,2022-02-07 17:50:08.939,2022-02-07 17:50:46.861,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:06:11.928000,0 days 00:06:49.850000,fam,barrier-around,9
0,H7G3CC,2022-02-07 17:43:57.011,testA-barrier-around,2022-02-07 17:50:49.061,2022-02-07 17:51:34.097,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:06:52.050000,0 days 00:07:37.086000,testA,barrier-around,10
0,H7G3CC,2022-02-07 17:43:57.011,fam-barrier-jump,2022-02-07 17:51:38.906,2022-02-07 17:52:11.350,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:07:41.895000,0 days 00:08:14.339000,fam,barrier-jump,11
0,H7G3CC,2022-02-07 17:43:57.011,testB-barrier-jump,2022-02-07 17:52:13.476,2022-02-07 17:52:58.504,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:08:16.465000,0 days 00:09:01.493000,testB,barrier-jump,12
0,5EZQ6R,2022-02-07 23:13:47.637,fam-barrier-jump,2022-02-07 23:13:53.120,2022-02-07 23:14:22.200,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.483000,0 days 00:00:34.563000,fam,barrier-jump,1
0,5EZQ6R,2022-02-07 23:13:47.637,fam-barrier-jump,2022-02-07 23:14:26.795,2022-02-07 23:14:57.218,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:39.158000,0 days 00:01:09.581000,fam,barrier-jump,2
0,5EZQ6R,2022-02-07 23:13:47.637,fam-barrier-jump,2022-02-07 23:15:02.198,2022-02-07 23:15:36.926,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:14.561000,0 days 00:01:49.289000,fam,barrier-jump,3
0,5EZQ6R,2022-02-07 23:13:47.637,fam-barrier-jump,2022-02-07 23:15:41.510,2022-02-07 23:16:26.560,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:53.873000,0 days 00:02:38.923000,fam,barrier-jump,4
0,5EZQ6R,2022-02-07 23:13:47.637,fam-barrier-jump,2022-02-07 23:16:31.380,2022-02-07 23:16:49.349,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:43.743000,0 days 00:03:01.712000,fam,barrier-jump,5
0,5EZQ6R,2022-02-07 23:13:47.637,fam-barrier-jump,2022-02-07 23:16:53.921,2022-02-07 23:17:33.174,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:06.284000,0 days 00:03:45.537000,fam,barrier-jump,6
0,5EZQ6R,2022-02-07 23:13:47.637,fam-barrier-jump,2022-02-07 23:17:38.018,2022-02-07 23:18:12.410,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:50.381000,0 days 00:04:24.773000,fam,barrier-jump,7
0,5EZQ6R,2022-02-07 23:13:47.637,fam-barrier-jump,2022-02-07 23:18:16.998,2022-02-07 23:18:29.097,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:29.361000,0 days 00:04:41.460000,fam,barrier-jump,8
0,5EZQ6R,2022-02-07 23:13:47.637,testA-barrier-jump,2022-02-07 23:18:32.144,2022-02-07 23:18:48.254,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:44.507000,0 days 00:05:00.617000,testA,barrier-jump,9
0,5EZQ6R,2022-02-07 23:13:47.637,testB-barrier-jump,2022-02-07 23:18:50.637,2022-02-07 23:19:05.644,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:03,0 days 00:05:18.007000,testB,barrier-jump,10
0,5EZQ6R,2022-02-07 23:13:47.637,testB-barrier-jump,2022-02-07 23:19:07.537,2022-02-07 23:19:21.130,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:19.900000,0 days 00:05:33.493000,testB,barrier-jump,11
0,5EZQ6R,2022-02-07 23:13:47.637,testA-barrier-jump,2022-02-07 23:19:23.017,2022-02-07 23:19:50.451,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:35.380000,0 days 00:06:02.814000,testA,barrier-jump,12
0,ZALYBK,2022-02-08 14:46:52.125,fam-barrier-jump,2022-02-08 14:46:57.250,2022-02-08 14:47:42.292,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.125000,0 days 00:00:50.167000,fam,barrier-jump,1
0,ZALYBK,2022-02-08 14:46:52.125,fam-barrier-jump,2022-02-08 14:47:46.843,2022-02-08 14:48:31.874,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:54.718000,0 days 00:01:39.749000,fam,barrier-jump,2
0,ZALYBK,2022-02-08 14:46:52.125,fam-barrier-jump,2022-02-08 14:48:36.634,2022-02-08 14:48:57.275,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:44.509000,0 days 00:02:05.150000,fam,barrier-jump,3
0,ZALYBK,2022-02-08 14:46:52.125,fam-barrier-jump,2022-02-08 14:49:01.847,2022-02-08 14:49:46.886,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:09.722000,0 days 00:02:54.761000,fam,barrier-jump,4
0,ZALYBK,2022-02-08 14:46:52.125,fam-barrier-jump,2022-02-08 14:49:52.814,2022-02-08 14:50:01.925,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:00.689000,0 days 00:03:09.800000,fam,barrier-jump,5
0,ZALYBK,2022-02-08 14:46:52.125,fam-barrier-jump,2022-02-08 14:50:06.509,2022-02-08 14:50:23.792,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:14.384000,0 days 00:03:31.667000,fam,barrier-jump,6
0,ZALYBK,2022-02-08 14:46:52.125,fam-barrier-jump,2022-02-08 14:50:28.726,2022-02-08 14:50:38.357,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:36.601000,0 days 00:03:46.232000,fam,barrier-jump,7
0,ZALYBK,2022-02-08 14:46:52.125,testB-barrier-jump,2022-02-08 14:50:40.867,2022-02-08 14:51:25.910,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:48.742000,0 days 00:04:33.785000,testB,barrier-jump,8
0,ZALYBK,2022-02-08 14:46:52.125,testA-barrier-jump,2022-02-08 14:51:28.063,2022-02-08 14:51:35.460,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:35.938000,0 days 00:04:43.335000,testA,barrier-jump,9
0,ZALYBK,2022-02-08 14:46:52.125,testA-barrier-jump,2022-02-08 14:51:51.434,2022-02-08 14:52:36.469,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:59.309000,0 days 00:05:44.344000,testA,barrier-jump,10
0,ZALYBK,2022-02-08 14:46:52.125,testB-barrier-jump,2022-02-08 14:52:38.408,2022-02-08 14:52:56.216,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:46.283000,0 days 00:06:04.091000,testB,barrier-jump,11
0,H4AYHY,2022-02-09 20:31:38.670,fam-barrier-jump,2022-02-09 20:31:43.803,2022-02-09 20:32:28.826,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.133000,0 days 00:00:50.156000,fam,barrier-jump,1
0,H4AYHY,2022-02-09 20:31:38.670,fam-barrier-jump,2022-02-09 20:32:33.563,2022-02-09 20:33:18.593,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:54.893000,0 days 00:01:39.923000,fam,barrier-jump,2
0,H4AYHY,2022-02-09 20:31:38.670,fam-barrier-jump,2022-02-09 20:33:23.303,2022-02-09 20:34:08.327,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:44.633000,0 days 00:02:29.657000,fam,barrier-jump,3
0,H4AYHY,2022-02-09 20:31:38.670,fam-barrier-jump,2022-02-09 20:34:12.875,2022-02-09 20:34:33.072,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:34.205000,0 days 00:02:54.402000,fam,barrier-jump,4
0,H4AYHY,2022-02-09 20:31:38.670,fam-barrier-jump,2022-02-09 20:34:37.769,2022-02-09 20:35:07.368,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:59.099000,0 days 00:03:28.698000,fam,barrier-jump,5
0,H4AYHY,2022-02-09 20:31:38.670,fam-barrier-jump,2022-02-09 20:35:11.909,2022-02-09 20:35:43.159,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:33.239000,0 days 00:04:04.489000,fam,barrier-jump,6
0,H4AYHY,2022-02-09 20:31:38.670,fam-barrier-jump,2022-02-09 20:35:47.939,2022-02-09 20:36:19.722,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:09.269000,0 days 00:04:41.052000,fam,barrier-jump,7
0,H4AYHY,2022-02-09 20:31:38.670,fam-barrier-jump,2022-02-09 20:36:24.260,2022-02-09 20:36:30.242,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:45.590000,0 days 00:04:51.572000,fam,barrier-jump,8
0,H4AYHY,2022-02-09 20:31:38.670,testA-barrier-jump,2022-02-09 20:36:32.609,2022-02-09 20:36:50.528,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:53.939000,0 days 00:05:11.858000,testA,barrier-jump,9
0,H4AYHY,2022-02-09 20:31:38.670,testB-barrier-jump,2022-02-09 20:36:52.608,2022-02-09 20:37:02.789,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:13.938000,0 days 00:05:24.119000,testB,barrier-jump,10
0,H4AYHY,2022-02-09 20:31:38.670,testB-barrier-jump,2022-02-09 20:37:04.621,2022-02-09 20:37:18.842,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:25.951000,0 days 00:05:40.172000,testB,barrier-jump,11
0,H4AYHY,2022-02-09 20:31:38.670,testA-barrier-jump,2022-02-09 20:37:20.678,2022-02-09 20:37:46.899,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:42.008000,0 days 00:06:08.229000,testA,barrier-jump,12
0,H4AYHY,2022-02-09 20:31:38.670,testA-barrier-jump,2022-02-09 20:37:56.099,2022-02-09 20:38:12.092,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:17.429000,0 days 00:06:33.422000,testA,barrier-jump,13
0,H4AYHY,2022-02-09 20:31:38.670,testB-barrier-jump,2022-02-09 20:38:14.040,2022-02-09 20:38:42.360,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:35.370000,0 days 00:07:03.690000,testB,barrier-jump,14
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump,2022-02-09 22:17:17.028,2022-02-09 22:17:33.503,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.640000,0 days 00:00:22.115000,fam,barrier-jump,1
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump-repeat-1,2022-02-09 22:18:19.462,2022-02-09 22:19:04.500,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:08.074000,0 days 00:01:53.112000,fam,barrier-jump-repeat-1,2
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump,2022-02-09 22:19:09.330,2022-02-09 22:19:12.937,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:01:57.942000,0 days 00:02:01.549000,fam,barrier-jump,3
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump-repeat-1,2022-02-09 22:20:03.694,2022-02-09 22:20:48.742,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:02:52.306000,0 days 00:03:37.354000,fam,barrier-jump-repeat-1,4
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump,2022-02-09 22:20:55.371,2022-02-09 22:21:24.385,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:03:43.983000,0 days 00:04:12.997000,fam,barrier-jump,5
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump,2022-02-09 22:21:29.311,2022-02-09 22:21:49.009,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:17.923000,0 days 00:04:37.621000,fam,barrier-jump,6
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump,2022-02-09 22:21:53.901,2022-02-09 22:22:32.274,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:04:42.513000,0 days 00:05:20.886000,fam,barrier-jump,7
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump,2022-02-09 22:22:37.265,2022-02-09 22:23:22.303,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:05:25.877000,0 days 00:06:10.915000,fam,barrier-jump,8
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump,2022-02-09 22:23:27.328,2022-02-09 22:24:12.363,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:06:15.940000,0 days 00:07:00.975000,fam,barrier-jump,9
0,J4F5A2,2022-02-09 22:17:11.388,fam-barrier-jump,2022-02-09 22:24:17.167,2022-02-09 22:24:27.587,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:05.779000,0 days 00:07:16.199000,fam,barrier-jump,10
0,J4F5A2,2022-02-09 22:17:11.388,testA-barrier-jump,2022-02-09 22:24:31.327,2022-02-09 22:24:50.580,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:19.939000,0 days 00:07:39.192000,testA,barrier-jump,11
0,J4F5A2,2022-02-09 22:17:11.388,testB-barrier-jump,2022-02-09 22:24:52.877,2022-02-09 22:25:03.842,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:41.489000,0 days 00:07:52.454000,testB,barrier-jump,12
0,J4F5A2,2022-02-09 22:17:11.388,testB-barrier-jump,2022-02-09 22:25:05.712,2022-02-09 22:25:30.827,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:07:54.324000,0 days 00:08:19.439000,testB,barrier-jump,13
0,J4F5A2,2022-02-09 22:17:11.388,testA-barrier-jump,2022-02-09 22:25:33.095,2022-02-09 22:25:55.553,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:08:21.707000,0 days 00:08:44.165000,testA,barrier-jump,14
0,Q4KECG,2022-02-15 00:36:40.012,fam-barrier-around,2022-02-15 00:36:45.708,2022-02-15 00:37:23.693,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.696000,0 days 00:00:43.681000,fam,barrier-around,1
0,Q4KECG,2022-02-15 00:36:40.012,testB-barrier-around,2022-02-15 00:37:26.476,2022-02-15 00:38:11.573,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:46.464000,0 days 00:01:31.561000,testB,barrier-around,2
0,Q4KECG,2022-02-15 00:36:40.012,fam-barrier-jump,2022-02-15 00:38:17.167,2022-02-15 00:38:49.662,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:37.155000,0 days 00:02:09.650000,fam,barrier-jump,3
0,Q4KECG,2022-02-15 00:36:40.012,testA-barrier-jump,2022-02-15 00:38:52.211,2022-02-15 00:39:37.312,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:12.199000,0 days 00:02:57.300000,testA,barrier-jump,4
0,Q4KECG,2022-02-15 00:36:40.012,fam-pit-bridge,2022-02-15 00:39:52.522,2022-02-15 00:40:22.342,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:12.510000,0 days 00:03:42.330000,fam,pit-bridge,5
0,Q4KECG,2022-02-15 00:36:40.012,testA-pit-bridge,2022-02-15 00:40:24.937,2022-02-15 00:41:10.033,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:44.925000,0 days 00:04:30.021000,testA,pit-bridge,6
0,Q4KECG,2022-02-15 00:36:40.012,fam-pit,2022-02-15 00:41:15.610,2022-02-15 00:41:46.631,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:35.598000,0 days 00:05:06.619000,fam,pit,7
0,Q4KECG,2022-02-15 00:36:40.012,testB-pit,2022-02-15 00:41:48.919,2022-02-15 00:42:34.067,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:08.907000,0 days 00:05:54.055000,testB,pit,8
0,Q4KECG,2022-02-15 00:36:40.012,fam-barrier-around,2022-02-15 00:43:15.912,2022-02-15 00:43:53.907,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:06:35.900000,0 days 00:07:13.895000,fam,barrier-around,9
0,Q4KECG,2022-02-15 00:36:40.012,testB-barrier-around,2022-02-15 00:43:56.224,2022-02-15 00:44:41.317,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:07:16.212000,0 days 00:08:01.305000,testB,barrier-around,10
0,Q4KECG,2022-02-15 00:36:40.012,fam-barrier-jump,2022-02-15 00:44:46.191,2022-02-15 00:45:18.702,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:08:06.179000,0 days 00:08:38.690000,fam,barrier-jump,11
0,Q4KECG,2022-02-15 00:36:40.012,testA-barrier-jump,2022-02-15 00:45:20.906,2022-02-15 00:46:05.974,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:08:40.894000,0 days 00:09:25.962000,testA,barrier-jump,12
0,4REZBL,2022-02-17 04:47:32.542,fam-barrier-around,2022-02-17 04:47:37.837,2022-02-17 04:48:15.753,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:05.295000,0 days 00:00:43.211000,fam,barrier-around,1
0,4REZBL,2022-02-17 04:47:32.542,testB-barrier-around,2022-02-17 04:48:18.050,2022-02-17 04:49:03.082,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:00:45.508000,0 days 00:01:30.540000,testB,barrier-around,2
0,4REZBL,2022-02-17 04:47:32.542,fam-barrier-jump,2022-02-17 04:49:08.021,2022-02-17 04:49:40.425,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:01:35.479000,0 days 00:02:07.883000,fam,barrier-jump,3
0,4REZBL,2022-02-17 04:47:32.542,testA-barrier-jump,2022-02-17 04:49:42.805,2022-02-17 04:50:27.824,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:02:10.263000,0 days 00:02:55.282000,testA,barrier-jump,4
0,4REZBL,2022-02-17 04:47:32.542,fam-pit-bridge,2022-02-17 04:50:35.382,2022-02-17 04:51:05.178,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:02.840000,0 days 00:03:32.636000,fam,pit-bridge,5
0,4REZBL,2022-02-17 04:47:32.542,testA-pit-bridge,2022-02-17 04:51:07.560,2022-02-17 04:51:52.587,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:03:35.018000,0 days 00:04:20.045000,testA,pit-bridge,6
0,4REZBL,2022-02-17 04:47:32.542,fam-pit,2022-02-17 04:51:57.773,2022-02-17 04:52:28.754,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:25.231000,0 days 00:04:56.212000,fam,pit,7
0,4REZBL,2022-02-17 04:47:32.542,testB-pit,2022-02-17 04:52:31.047,2022-02-17 04:53:16.089,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:04:58.505000,0 days 00:05:43.547000,testB,pit,8
0,4REZBL,2022-02-17 04:47:32.542,fam-barrier-around,2022-02-17 04:53:28.097,2022-02-17 04:54:06.012,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:05:55.555000,0 days 00:06:33.470000,fam,barrier-around,9
0,4REZBL,2022-02-17 04:47:32.542,testB-barrier-around,2022-02-17 04:54:08.269,2022-02-17 04:54:33.024,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:06:35.727000,0 days 00:07:00.482000,testB,barrier-around,10
0,4REZBL,2022-02-17 04:47:32.542,testB-barrier-around-repeat-1,2022-02-17 04:54:46.476,2022-02-17 04:55:31.515,exp-lookit-video:videoStarted,exp-lookit-video:videoPaused,0 days 00:07:13.934000,0 days 00:07:58.973000,testB,barrier-around-repeat-1,11
0,VVVSJB,2022-02-17 16:12:41.136,fam-barrier-jump,2022-02-17 16:12:46.254,2022-02-17 16:13:03.728,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,0 days 00:00:05.118000,0 days 00:00:22.592000,fam,barrier-jump,1
